city,platform,zone_risk,weekly_hours,past_claims,weather_risk,aqi_risk,tenure_months,trust_score,risk_label
Bengaluru,Zomato,Medium,52,3,1,8,6,0.61,Medium
Delhi,Swiggy,High,45,3,7,8,13,0.72,Medium
Delhi,Swiggy,High,48,2,7,2,40,0.44,Medium
Pune,Zomato,Medium,51,3,9,3,55,0.77,Medium
Pune,Zomato,High,29,6,3,6,34,0.75,Medium
Pune,Swiggy,High,54,2,9,1,26,0.79,Medium
Delhi,Zomato,Low,37,0,6,7,25,0.84,Low
Bengaluru,Zomato,Medium,21,5,2,3,18,0.94,Low
Delhi,Zomato,High,37,2,3,9,26,0.68,Medium
Pune,Swiggy,Low,72,6,10,5,12,0.78,Medium
Delhi,Zomato,High,73,6,4,4,35,0.98,Medium
Hyderabad,Swiggy,Medium,30,2,2,6,12,0.72,Low
Bengaluru,Zomato,Low,80,2,7,3,37,0.5,Medium
Hyderabad,Swiggy,High,34,2,9,10,51,0.81,Medium
Mumbai,Swiggy,High,80,4,2,9,46,0.63,High
Bengaluru,Swiggy,High,51,4,5,7,55,0.74,Medium
Mumbai,Zomato,High,69,5,5,5,15,0.4,High
Bengaluru,Swiggy,High,77,4,10,2,60,0.9,Medium
Pune,Zomato,Low,32,4,6,10,16,0.56,Medium
Mumbai,Swiggy,High,33,3,5,2,21,0.58,Medium
Mumbai,Zomato,High,32,0,4,3,24,0.77,Low
Delhi,Zomato,Medium,74,4,2,4,52,0.66,Medium
Bengaluru,Swiggy,Low,59,2,3,2,19,0.97,Low
Mumbai,Swiggy,High,31,3,7,10,34,0.97,Medium
Mumbai,Zomato,Medium,58,5,3,8,1,0.56,High
Delhi,Swiggy,High,53,4,6,7,11,0.93,Medium
Bengaluru,Zomato,Medium,40,6,10,9,27,0.88,Medium
Pune,Zomato,Low,75,1,3,8,46,0.6,Low
Bengaluru,Zomato,Medium,41,5,10,7,24,0.88,Medium
Bengaluru,Zomato,Low,28,2,10,2,6,0.89,Low
Pune,Zomato,Low,79,6,1,1,3,0.49,Medium
Bengaluru,Zomato,Medium,57,5,4,2,16,0.48,Medium
Mumbai,Zomato,High,24,1,1,6,22,0.69,Low
Hyderabad,Swiggy,Medium,47,4,3,2,19,0.58,Medium
Hyderabad,Zomato,Medium,59,5,8,3,32,0.98,Medium
Delhi,Zomato,Medium,60,6,8,5,42,0.65,High
Mumbai,Swiggy,Medium,52,5,3,6,19,0.53,Medium
Mumbai,Swiggy,High,31,5,9,2,48,0.48,Medium
Mumbai,Swiggy,Low,29,6,1,5,40,0.46,Medium
Pune,Swiggy,High,53,1,7,5,32,0.5,Medium
Hyderabad,Zomato,Medium,54,1,8,7,34,0.82,Medium
Pune,Swiggy,High,77,2,8,8,21,0.56,High
Bengaluru,Zomato,Medium,44,1,10,1,21,0.49,Medium
Mumbai,Zomato,Medium,62,4,4,2,26,0.43,Medium
Delhi,Zomato,High,61,3,3,2,30,0.81,Medium
Delhi,Zomato,High,66,1,10,10,12,0.97,High
Mumbai,Zomato,Low,29,4,10,10,14,0.84,Medium
Delhi,Swiggy,High,71,2,10,2,41,0.58,High
Hyderabad,Swiggy,Low,30,2,6,4,51,0.75,Low
Hyderabad,Swiggy,Medium,80,2,5,7,8,0.69,Medium
Pune,Zomato,Low,71,3,5,4,2,0.74,Medium
Bengaluru,Zomato,Medium,80,6,8,10,46,0.84,High
Delhi,Zomato,Medium,74,6,10,8,1,0.51,High
Delhi,Zomato,Low,23,2,4,10,30,0.86,Low
Pune,Swiggy,Low,65,6,6,3,38,0.97,Medium
Hyderabad,Swiggy,Low,21,6,2,3,51,0.62,Low
Mumbai,Swiggy,Low,76,0,5,9,32,0.76,Medium
Pune,Zomato,Medium,33,5,6,9,23,0.51,Medium
Hyderabad,Zomato,High,71,6,1,4,2,0.57,Medium
Bengaluru,Swiggy,High,61,0,10,10,21,0.47,High
Mumbai,Zomato,High,30,1,10,2,2,0.87,Medium
Hyderabad,Swiggy,High,66,4,6,1,6,0.58,High
Pune,Zomato,Medium,67,4,4,1,40,0.89,Medium
Mumbai,Zomato,High,25,1,10,8,6,0.77,Medium
Mumbai,Swiggy,Medium,60,1,3,2,14,0.49,Medium
Pune,Zomato,Medium,62,1,1,2,39,0.86,Low
Mumbai,Swiggy,Low,45,0,3,3,3,0.47,Low
Mumbai,Zomato,Low,41,5,9,8,60,0.55,High
Hyderabad,Swiggy,Low,56,1,7,7,22,0.53,Medium
Mumbai,Swiggy,Medium,76,5,5,9,7,0.49,High
Bengaluru,Swiggy,Low,38,0,9,7,41,0.71,Low
Bengaluru,Swiggy,Medium,40,1,3,10,19,0.63,Low
Mumbai,Swiggy,High,43,2,7,2,52,0.85,Medium
Mumbai,Swiggy,High,56,4,6,3,50,0.82,Medium
Pune,Swiggy,High,34,3,2,3,18,0.51,Low
Bengaluru,Zomato,Medium,44,2,3,4,55,0.42,Low
Mumbai,Swiggy,Low,50,0,7,2,24,0.77,Low
Pune,Swiggy,Medium,37,0,3,10,40,0.44,Medium
Mumbai,Zomato,Medium,57,0,7,4,9,0.48,Medium
Bengaluru,Swiggy,Medium,36,6,3,1,15,0.82,Low
Bengaluru,Swiggy,Low,27,0,10,6,59,0.94,Low
Pune,Zomato,Medium,77,6,5,10,5,0.62,High
Hyderabad,Zomato,Medium,47,6,3,4,17,0.69,Low
Mumbai,Swiggy,High,36,3,7,1,8,0.43,Medium
Mumbai,Swiggy,High,52,0,1,4,2,0.88,Medium
Pune,Swiggy,Low,45,2,2,8,11,0.65,Low
Mumbai,Swiggy,Medium,71,5,6,8,7,0.49,High
Mumbai,Swiggy,High,65,0,8,2,13,0.71,Medium
Pune,Zomato,Low,23,3,4,6,6,0.98,Low
Bengaluru,Zomato,High,37,3,5,4,52,0.64,Medium
Mumbai,Swiggy,Low,56,3,3,6,35,0.92,Medium
Bengaluru,Zomato,Medium,47,4,5,8,2,0.52,High
Hyderabad,Swiggy,Medium,62,6,4,10,26,0.49,Medium
Pune,Zomato,High,76,3,7,3,6,0.61,Medium
Mumbai,Swiggy,High,64,6,8,1,3,0.43,High
Bengaluru,Zomato,Medium,26,2,6,10,2,0.85,Medium
Mumbai,Swiggy,Medium,51,5,8,2,59,0.55,Medium
Mumbai,Zomato,Medium,54,6,9,2,53,0.83,Medium
Bengaluru,Swiggy,Medium,62,5,2,6,51,0.5,Medium
Bengaluru,Swiggy,High,39,5,10,8,60,0.95,High
Hyderabad,Zomato,Medium,61,0,4,8,38,0.66,Medium
Mumbai,Zomato,Medium,55,5,5,2,27,0.94,Medium
Mumbai,Swiggy,Low,38,0,8,8,37,0.56,Medium
Delhi,Swiggy,High,47,1,4,9,43,0.75,Medium
Bengaluru,Swiggy,High,48,6,1,2,46,0.89,Medium
Bengaluru,Swiggy,High,74,5,3,1,14,0.68,Medium
Hyderabad,Zomato,High,54,6,3,2,6,0.65,Medium
Delhi,Swiggy,Medium,62,5,5,2,55,0.96,Medium
Hyderabad,Swiggy,Low,63,5,10,10,33,0.76,Medium
Hyderabad,Zomato,High,77,0,2,8,2,0.84,Medium
Hyderabad,Zomato,High,52,0,2,9,60,0.64,Medium
Bengaluru,Zomato,Medium,30,6,2,8,57,0.93,Medium
Hyderabad,Swiggy,Medium,48,4,6,8,60,0.41,Medium
Delhi,Swiggy,High,36,4,1,7,31,0.59,Medium
Mumbai,Swiggy,High,44,4,2,5,39,0.64,Medium
Mumbai,Swiggy,Medium,51,5,10,5,51,0.5,High
Pune,Swiggy,Medium,68,3,10,8,43,0.78,Medium
Bengaluru,Swiggy,Medium,34,5,2,5,58,0.87,Low
Hyderabad,Zomato,Low,47,0,8,9,42,0.55,Medium
Pune,Zomato,Medium,71,5,9,9,15,0.6,High
Pune,Zomato,Low,79,3,10,7,12,0.58,Medium
Mumbai,Zomato,High,38,6,10,7,25,0.73,High
Bengaluru,Zomato,Low,48,4,5,3,5,0.67,Medium
Delhi,Zomato,Low,29,1,6,10,49,0.55,Medium
Pune,Zomato,Medium,28,0,9,10,51,0.87,Medium
Bengaluru,Zomato,Medium,52,1,10,1,57,0.66,Low
Bengaluru,Zomato,Medium,68,4,8,10,37,0.44,High
Mumbai,Swiggy,Low,24,1,2,10,58,0.85,Low
Delhi,Zomato,Medium,58,5,3,4,46,0.64,Medium
Delhi,Swiggy,Medium,46,0,6,3,16,0.43,Medium
Bengaluru,Zomato,Medium,26,3,6,1,59,0.5,Low
Bengaluru,Zomato,Medium,36,0,10,2,28,0.59,Medium
Mumbai,Swiggy,Medium,37,0,10,7,26,0.91,Medium
Pune,Zomato,High,79,5,2,9,9,0.82,Medium
Hyderabad,Swiggy,Medium,78,5,1,7,30,0.9,Medium
Delhi,Swiggy,Low,48,2,7,9,55,1.0,Medium
Delhi,Zomato,Medium,78,3,7,5,35,0.65,Medium
Hyderabad,Swiggy,Medium,57,3,10,9,29,0.59,High
Hyderabad,Zomato,Medium,64,6,2,6,22,0.75,Medium
Bengaluru,Swiggy,Low,59,1,10,3,4,0.91,Medium
Pune,Zomato,Low,79,3,1,6,8,0.44,Medium
Mumbai,Zomato,Medium,23,1,10,9,49,0.86,Medium
Pune,Swiggy,Medium,35,3,3,2,33,0.75,Low
Bengaluru,Zomato,Medium,44,3,1,1,2,0.76,Low
Hyderabad,Zomato,High,39,4,10,5,12,0.43,High
Pune,Zomato,Medium,37,6,9,10,28,0.66,Medium
Pune,Swiggy,Medium,47,2,3,1,53,0.87,Low
Bengaluru,Zomato,Medium,43,3,8,6,35,0.94,Medium
Hyderabad,Zomato,High,39,6,6,4,13,0.87,Medium
Hyderabad,Swiggy,Medium,35,6,6,5,52,0.64,Medium
Pune,Swiggy,High,31,6,7,6,45,0.57,Medium
Mumbai,Zomato,Medium,58,4,6,4,60,0.43,Medium
Pune,Swiggy,High,27,1,3,5,12,0.98,Low
Pune,Zomato,High,50,5,8,5,26,0.48,High
Bengaluru,Swiggy,Medium,26,0,3,5,46,0.99,Low
Mumbai,Zomato,High,74,4,5,9,52,0.71,High
Pune,Swiggy,Low,77,4,1,2,31,0.75,Low
Pune,Zomato,High,55,1,4,2,12,0.75,Low
Bengaluru,Zomato,High,77,0,5,8,9,1.0,Medium
Pune,Zomato,High,60,6,7,2,10,0.84,Medium
Delhi,Swiggy,Low,36,1,8,6,15,0.66,Medium
Hyderabad,Zomato,High,54,0,8,9,23,0.98,Medium
Delhi,Zomato,High,80,4,3,5,9,0.47,High
Hyderabad,Swiggy,Medium,76,2,6,5,4,0.42,Medium
Pune,Zomato,Medium,43,2,8,6,48,0.49,Medium
Delhi,Swiggy,Low,80,1,3,8,19,0.86,Medium
Hyderabad,Zomato,Medium,59,5,2,8,29,0.94,Medium
Pune,Swiggy,Low,38,5,3,8,11,0.42,Medium
Hyderabad,Zomato,Medium,72,0,8,6,46,0.41,Medium
Hyderabad,Swiggy,High,24,4,7,4,53,0.43,Medium
Bengaluru,Swiggy,Low,58,6,4,6,47,0.73,Medium
Delhi,Zomato,Medium,34,2,4,5,1,0.42,Medium
Mumbai,Swiggy,High,45,3,8,9,19,0.71,High
Mumbai,Zomato,Medium,31,2,5,5,59,0.8,Medium
Bengaluru,Zomato,Low,23,6,9,4,53,0.72,Low
Bengaluru,Swiggy,Medium,59,1,8,9,7,0.41,Medium
Bengaluru,Swiggy,Medium,27,1,9,8,33,0.71,Medium
Bengaluru,Zomato,High,56,4,7,10,34,0.71,High
Delhi,Swiggy,Medium,40,3,10,3,54,0.69,Medium
Bengaluru,Zomato,Medium,36,3,4,1,52,0.45,Low
Hyderabad,Zomato,High,31,2,3,4,54,0.73,Low
Delhi,Zomato,Low,35,1,10,2,10,0.99,Low
Hyderabad,Zomato,Low,78,6,3,10,14,0.99,Medium
Hyderabad,Swiggy,High,55,1,3,3,8,0.43,Medium
Mumbai,Swiggy,Low,31,0,1,2,45,0.71,Low
Pune,Zomato,Medium,22,0,9,10,43,0.92,Medium
Pune,Zomato,Low,55,0,5,4,24,0.63,Low
Mumbai,Zomato,Low,66,1,9,5,60,0.59,Medium
Delhi,Swiggy,Medium,68,0,8,5,27,0.87,Medium
Hyderabad,Swiggy,Low,39,3,10,6,54,0.81,Medium
Mumbai,Swiggy,Low,66,6,1,8,54,0.85,Medium
Delhi,Swiggy,Medium,72,2,6,10,25,0.66,Medium
Mumbai,Zomato,Low,64,0,7,7,58,0.8,Medium
Pune,Zomato,Low,20,5,7,6,20,0.92,Low
Mumbai,Swiggy,High,20,6,8,9,21,0.46,High
Hyderabad,Zomato,High,50,0,9,10,1,0.62,Medium
Hyderabad,Swiggy,Medium,55,1,5,9,10,0.63,Medium
Hyderabad,Zomato,Low,58,3,1,9,15,0.72,Medium
Hyderabad,Swiggy,Medium,63,5,8,10,5,0.62,High
Bengaluru,Zomato,Low,49,6,2,10,30,0.94,Medium
Mumbai,Swiggy,Low,80,0,3,7,57,0.82,Low
Bengaluru,Zomato,High,60,4,10,9,54,0.92,High
Pune,Swiggy,Medium,25,4,1,10,24,0.96,Medium
Mumbai,Zomato,Medium,52,2,2,8,32,0.67,Medium
Mumbai,Swiggy,Medium,44,4,3,2,7,0.73,Medium
Hyderabad,Swiggy,Low,58,5,10,7,9,0.66,Medium
Delhi,Swiggy,Low,80,3,6,9,38,0.44,Medium
Mumbai,Zomato,High,43,2,3,2,53,0.73,Medium
Bengaluru,Zomato,Medium,73,0,6,7,50,0.7,Medium
Mumbai,Swiggy,Low,75,2,8,1,46,0.74,Medium
Mumbai,Swiggy,Medium,34,5,6,7,18,0.97,Medium
Pune,Swiggy,Low,28,2,8,3,33,0.5,Low
Hyderabad,Zomato,High,76,6,5,1,4,0.45,High
Hyderabad,Swiggy,Low,36,5,8,4,6,0.48,Medium
Pune,Swiggy,Medium,79,4,6,1,31,0.44,Medium
Bengaluru,Swiggy,Low,56,2,1,10,12,0.91,Medium
Mumbai,Swiggy,Medium,47,0,1,6,15,0.97,Low
Pune,Swiggy,High,28,1,1,1,30,0.44,Low
Pune,Zomato,Medium,20,3,5,2,57,0.7,Low
Bengaluru,Zomato,Medium,34,6,3,10,34,0.68,Medium
Hyderabad,Swiggy,High,46,2,3,10,17,0.57,Medium
Pune,Swiggy,Medium,66,0,10,9,60,0.48,Medium
Pune,Swiggy,High,71,4,2,4,58,0.86,Medium
Mumbai,Swiggy,Low,22,1,6,9,43,0.77,Low
Delhi,Swiggy,Low,77,2,4,6,29,0.55,Medium
Delhi,Zomato,High,29,3,9,1,26,0.92,Medium
Hyderabad,Zomato,Low,47,3,4,10,36,0.53,Medium
Bengaluru,Zomato,High,52,1,9,5,12,0.59,Medium
Delhi,Zomato,High,71,5,5,7,59,0.48,High
Mumbai,Zomato,Medium,48,6,8,5,46,0.43,High
Bengaluru,Zomato,Medium,42,0,6,7,11,0.52,Medium
Delhi,Swiggy,Medium,54,2,6,2,3,0.7,Medium
Bengaluru,Swiggy,Medium,58,0,4,2,6,1.0,Low
Pune,Zomato,Low,63,0,3,6,52,0.58,Low
Pune,Zomato,Low,64,1,3,1,26,0.83,Low
Bengaluru,Swiggy,Medium,78,2,2,3,1,0.94,Medium
Delhi,Swiggy,Medium,40,6,10,6,56,0.98,Medium
Mumbai,Swiggy,High,68,6,1,2,21,0.47,Medium
Delhi,Swiggy,High,42,6,10,5,29,0.78,High
Hyderabad,Zomato,Low,38,0,8,2,49,0.67,Low
Delhi,Swiggy,Medium,55,0,6,10,44,0.62,Medium
Mumbai,Swiggy,Medium,73,0,1,1,26,0.57,Medium
Hyderabad,Swiggy,High,69,5,1,4,45,0.94,Medium
Mumbai,Swiggy,Low,28,0,4,7,3,0.7,Low
Bengaluru,Swiggy,Low,39,5,10,2,15,0.99,Medium
Bengaluru,Swiggy,High,42,2,4,6,44,0.74,Medium
Delhi,Swiggy,Medium,24,0,1,7,32,0.74,Low
Hyderabad,Swiggy,Medium,45,4,7,9,4,0.44,High
Pune,Zomato,Medium,22,6,4,8,33,0.56,Medium
Delhi,Swiggy,Medium,56,6,5,5,38,0.82,Medium
Bengaluru,Swiggy,Low,45,3,8,7,49,0.91,Medium
Delhi,Zomato,Medium,33,1,6,1,5,0.7,Low
Pune,Zomato,Low,77,3,3,5,7,0.68,Low
Bengaluru,Swiggy,Medium,60,1,10,3,15,0.87,Medium
Bengaluru,Zomato,High,24,0,1,10,3,0.79,Medium
Pune,Swiggy,Medium,20,5,9,9,59,0.65,Medium
Bengaluru,Swiggy,Low,76,0,2,7,26,0.67,Low
Delhi,Swiggy,Low,63,2,8,6,49,0.93,Medium
Hyderabad,Zomato,Medium,56,6,3,2,11,0.76,Medium
Hyderabad,Zomato,Medium,45,0,4,4,27,0.8,Low
Delhi,Swiggy,High,29,3,6,6,34,0.51,Medium
Bengaluru,Zomato,High,76,0,10,3,1,0.94,Medium
Mumbai,Swiggy,High,73,1,4,9,1,0.51,High
Pune,Swiggy,Low,70,4,3,2,23,0.94,Low
Hyderabad,Swiggy,Medium,78,3,1,6,37,0.46,Medium
Mumbai,Swiggy,Medium,33,4,6,6,36,0.73,Medium
Hyderabad,Zomato,Medium,49,5,8,3,46,0.81,Medium
Pune,Swiggy,High,68,6,6,4,31,0.72,Medium
Hyderabad,Swiggy,Low,44,4,3,9,59,0.75,Medium
Delhi,Zomato,Medium,76,2,1,2,33,0.48,Medium
Pune,Swiggy,Low,31,4,4,10,19,0.72,Low
Delhi,Swiggy,Medium,29,0,5,2,18,0.57,Low
Bengaluru,Swiggy,High,79,5,9,2,5,0.65,High
Bengaluru,Swiggy,High,63,1,1,3,3,0.78,Medium
Mumbai,Zomato,High,64,1,4,3,9,0.83,Medium
Pune,Zomato,High,28,5,2,4,24,0.83,Low
Mumbai,Swiggy,Medium,46,2,1,7,17,0.64,Medium
Mumbai,Swiggy,Medium,70,4,4,8,30,0.68,Medium
Pune,Swiggy,Medium,34,1,2,1,42,0.5,Low
Hyderabad,Swiggy,Medium,76,6,2,8,20,0.63,Medium
Hyderabad,Swiggy,High,30,4,9,4,8,0.97,Medium
Mumbai,Zomato,Low,67,4,5,2,40,0.63,Medium
Delhi,Swiggy,Medium,71,6,4,2,27,0.69,Medium
Hyderabad,Swiggy,Medium,55,2,7,7,30,0.97,Medium
Mumbai,Zomato,Low,45,1,2,10,33,0.88,Low
Bengaluru,Zomato,Low,57,2,5,5,42,0.42,Medium
Pune,Zomato,High,63,2,10,4,46,0.53,Medium
Pune,Zomato,Low,61,4,7,3,30,0.51,Medium
Delhi,Zomato,Low,76,6,2,2,19,0.98,Medium
Bengaluru,Swiggy,High,62,1,6,9,45,0.59,Medium
Delhi,Swiggy,Medium,74,4,1,9,48,0.7,Medium
Hyderabad,Swiggy,High,79,3,3,4,47,0.59,Medium
Mumbai,Zomato,Low,32,4,6,4,57,0.48,Medium
Bengaluru,Zomato,High,31,2,1,6,35,0.54,Medium
Delhi,Zomato,High,80,6,1,4,5,0.45,High
Bengaluru,Zomato,Medium,43,5,5,6,56,0.68,Medium
Pune,Zomato,Medium,70,3,7,10,46,0.94,Medium
Bengaluru,Zomato,High,43,1,7,6,37,0.68,Medium
Bengaluru,Zomato,Medium,66,4,9,7,52,0.44,High
Delhi,Zomato,Low,31,2,5,6,2,0.72,Medium
Mumbai,Zomato,High,79,4,5,9,6,0.89,High
Delhi,Zomato,Medium,40,6,6,10,25,0.64,Medium
Pune,Swiggy,Low,79,1,1,8,56,0.99,Low
Delhi,Swiggy,Medium,65,4,2,5,12,0.63,Medium
Bengaluru,Swiggy,High,36,5,9,10,13,0.55,High
Delhi,Zomato,High,39,6,6,5,14,0.83,Medium
Mumbai,Zomato,Medium,34,5,8,4,7,0.98,Medium
Mumbai,Swiggy,Medium,63,5,2,8,34,0.89,Medium
Delhi,Swiggy,High,25,2,9,8,6,0.95,High
Hyderabad,Zomato,Medium,33,2,5,3,28,0.93,Low
Hyderabad,Zomato,Low,74,5,8,1,8,0.7,Medium
Delhi,Swiggy,Medium,46,6,6,3,15,0.94,Medium
Pune,Zomato,Low,47,3,6,7,13,0.52,Medium
Mumbai,Swiggy,Low,23,5,1,6,53,0.49,Medium
Pune,Swiggy,Low,79,2,6,9,43,0.99,Medium
Mumbai,Swiggy,High,50,6,3,3,5,0.59,Medium
Bengaluru,Zomato,Medium,80,1,2,7,2,0.76,Medium
Delhi,Swiggy,High,33,6,7,9,52,0.78,Medium
Mumbai,Zomato,High,78,0,4,2,13,0.63,Medium
Bengaluru,Zomato,High,53,6,7,3,59,0.83,Medium
Hyderabad,Swiggy,Medium,60,6,8,4,23,0.48,Medium
